,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Cluster,Standard Description
117,2022,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.3,SR,EE,6.EE.A.3,Use the properties of operations to factor an expression into an equivalent expression.,1,31,30,1,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6(4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
118,2022,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.4,SR,EE,6.EE.A.4,"Given an expression, select an equivalent expression.",1,20,31,-11,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."
119,2022,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.4,SR,EE,6.EE.A.4,Determine which expression is equivalent to a given expression.,1,28,28,0,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."
120,2023,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA307338&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.5,SR,EE,6.EE.B.5,Solve a two-step equation for an unknown value.,1,73,64,9,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Understand solving an equation or inequality as a process of answering a question: Which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true. "
121,2023,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA001549477&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.7,SR,NS,6.NS.C.7,Create inequality statements with and without absolute values.,1,77,67,10,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Understand ordering and absolute value of rational numbers.
122,2023,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA299673&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.2,SA,RP,6.RP.A.2,Determine the unit rate within a real-world context.,1,76,61,15,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b not 0, and use rate language in the context of a ratio relationship, including the use of units."
123,2023,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA223217&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,SA,EE,6.EE.A.2,Evaluate an expression using substitution.,1,46,50,-4,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
124,2023,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA307340&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.2,SR,GE,6.G.A.2,Solve a real-world problem involving the volume of a right rectangular prism.,1,30,41,-11,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume."," Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = lwh and V = Bh to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."
125,2023,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA624248796&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.4,SA,SP,6.SP.B.4,Create a histogram based on given data from a real-world situation.,1,59,54,5,Statistics and Probability,Summarize and describe distributions.,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
126,2023,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA800301627&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.2,CR,NS,6.NS.B.2,Solve a real-world problem by dividing multi-digit numbers.,4,58,47,11,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,Fluently divide multi-digit numbers using the standard algorithm.
127,2023,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA736368137&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,Identify the ratios that represent the relationships between given quantities.,1,74,61,13,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
128,2023,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA001604473&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Solve a real-world problem that involves finding the part given the percent and the whole.,1,30,36,-6,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
129,2023,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA001529070&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.4,SR,EE,6.EE.A.4,Determine which expression is equivalent to a given variable expression.,1,64,56,8,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."
130,2023,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA736063629&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.3,SR,EE,6.EE.A.3,Use the distributive property to determine equivalent expressions given a variable expression.,1,14,40,-26,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6(4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
131,2023,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA002536621&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.3,SR,SP,6.SP.A.3,Determine the best measure of variability for a real-world situation.,1,49,46,3,Statistics and Probability,Develop understanding of statistical variability.,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number."
132,2023,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA003861140&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.6,SA,EE,6.EE.B.6,Write an expression that represents a given real-world context.,1,56,51,5,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
133,2023,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA298252&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.1,CR,GE,6.G.A.1,Solve mathematical problems that involve decomposing a figure into a right triangle and a trapezoid to determine the total area of the figure.,4,51,33,18,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
134,2023,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA001264865&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.1,SR,EE,6.EE.A.1,Translate a given verbal expression to a numerical expression with exponents.,1,36,50,-14,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,Write and evaluate numerical expressions involving whole-number exponents.
135,2023,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA902758854&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.1,SR,SP,6.SP.A.1,Identify multiple statistical questions.,1,51,65,-14,Statistics and Probability,Develop understanding of statistical variability.,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, “How old am I?” is not a statistical question, but “How old are the students in my school?” is a statistical question because one anticipates variability in students’ ages."
136,2023,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA900578720&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Use ratio and rate reasoning to solve a real-world problem.,2,50,45,5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
137,2023,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA900283487&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,SR,EE,6.EE.A.2,Determine which mathematical expression represents a verbal description.,1,66,59,7,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
138,2023,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA005664640&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.5,SR,SP,6.SP.B.5,Determine the mean for a set of data represented in a table.,1,38,44,-6,Statistics and Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:"
139,2023,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA736452404&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.4,SR,EE,6.EE.A.4,Use the distributive property to determine which expressions in a table are equivalent to a given variable expression and which are not.,1,19,39,-20,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."
140,2023,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.8,SR,NS,6.NS.C.8,Use absolute value to determine the distance between two points on a coordinate plane given a mathematical context.,1,78,80,-2,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
141,2023,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.5,SA,SP,6.SP.B.5,Identify the number of observations on a histogram.,1,67,63,4,Statistics and Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:"
142,2023,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.1,SR,SP,6.SP.A.1,Identify multiple statistical questions.,1,28,47,-19,Statistics and Probability,Develop understanding of statistical variability.,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, “How old am I?” is not a statistical question, but “How old are the students in my school?” is a statistical question because one anticipates variability in students’ ages."
143,2023,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.6,CR,EE,6.EE.B.6,Create and evaluate expressions based on a real-world situation.,4,55,45,10,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
144,2023,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.2,SR,NS,6.NS.B.2,Determine whether given division equations are true or false.,1,64,63,1,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,Fluently divide multi-digit numbers using the standard algorithm.
145,2023,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.7,SA,NS,6.NS.C.7,Identify a rational number that is within a range of other rational numbers.,1,71,69,2,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Understand ordering and absolute value of rational numbers.
146,2023,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.4,SR,GE,6.G.A.4,Use the net of a triangular prism to find its surface area.,1,61,46,15,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface areas of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
147,2023,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.6,SR,NS,6.NS.C.6,Determine the value of a given point on a number line.,1,48,42,6,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand a rational number as a point on the number line. Extend number line diagrams and
coordinate axes familiar from previous grades to represent points on the line and in the plane with
negative number coordinates. "
148,2023,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.C.9,SR,EE,6.EE.C.9,Interpret the relationship between two variables and use the relationship to create an equation.,2,39,33,6,Expressions and Equations,Represent and analyze quantitative relationships between dependent and independent variables.,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."
149,2023,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.3,SA,GE,6.G.A.3,Find the length of the side of a polygon by finding the distance between points on a coordinate plane.,1,53,46,7,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
150,2023,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.4,SR,SP,6.SP.B.4,Determine which histogram represents a given set of data.,1,86,80,6,Statistics and Probability,Summarize and describe distributions.,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
151,2023,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.8,SR,NS,6.NS.C.8,Identify the location of a given point on a coordinate plane.,1,82,66,16,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
152,2023,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,CR,RP,6.RP.A.3,"Using ratio and proportional reasoning, solve real-world problems involving fractions, decimals, percentages, and whole numbers.",4,42,38,4,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
153,2023,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.2,SR,RP,6.RP.A.2,Determine which ratios are equivalent to a given unit rate.,1,74,57,17,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b not 0, and use rate language in the context of a ratio relationship, including the use of units."
154,2023,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.8,SR,NS,6.NS.C.8,Determine the location of a point on a coordinate plane based on its distance from a given point.,1,60,49,11,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
155,2023,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.2,SR,SP,6.SP.A.2,"Analyze a dot plot using median, mode, and range.",1,67,58,9,Statistics and Probability,Develop understanding of statistical variability.,"Understand that a set of data collected to answer a statistical question has a distribution, which can be described by its center (median, mean, and/or mode), spread (range, interquartile range), and overall shape."
156,2023,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,SR,EE,6.EE.A.2,"Identify expressions using mathematical terms such as sum, product, quotient, and difference.",1,48,58,-10,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
157,2023,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,SR,EE,6.EE.A.2,Create a verbal description that represents a mathematical expression.,1,46,53,-7,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
158,2023,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.3,SR,GE,6.G.A.3,Determine the type of a polygon given the coordinates of its vertices.,1,32,41,-9,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
159,2023,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Solve a real-world problem involving percentages.,1,69,65,4,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
160,2024,1,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA003476915&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.3,SR,GE,6.G.A.3,Identify a missing coordinate given a description of a polygon graphed on the coordinate plane.,1,77,79,-2,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
161,2024,2,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA001551849&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.3,SR,NS,6.NS.B.3,Determine the product of two multi-digit decimals.,1,75,68,7,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."
162,2024,3,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA311660&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Determine the volume of a liquid by using rate and ratio reasoning within a real-world context.,1,43,42,1,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
163,2024,4,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA136282011&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.8,SA,EE,6.EE.B.8,"On a number line, graph the solution set that represents a constraint in a given real-world context.",1,85,71,14,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.
164,2024,5,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA002532873&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.4,SA,GE,6.G.A.4,Use the net of a cube to find its surface area.,1,60,48,12,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface areas of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
165,2024,6,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA001574310&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.2,SA,RP,6.RP.A.2,Determine the unit rate from a given real-world situation.,1,75,67,8,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b not 0, and use rate language in the context of a ratio relationship, including the use of units."
166,2024,7,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA311694&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.7,CR,EE,6.EE.B.7,Write and solve equations that model a real-world problem.,4,60,53,7,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q, and x are all nonnegative rational numbers."
167,2024,8,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA001557959&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,Determine which part/part or part/whole ratios represent a given real-world situation.,1,74,68,6,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
168,2024,9,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900540139&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.3,SR,EE,6.EE.A.3,Use the properties of operations to factor an expression into an equivalent expression.,1,32,35,-3,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6(4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
169,2024,10,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA002536026&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.2,SR,SP,6.SP.A.2,Analyze a dot plot to find the median and range of the data.,1,27,43,-16,Statistics and Probability,Develop understanding of statistical variability.,"Understand that a set of data collected to answer a statistical question has a distribution, which can be described by its center (median, mean, and/or mode), spread (range, interquartile range), and overall shape."
170,2024,11,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA002527442&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.C.9,SR,EE,6.EE.C.9,Choose a two-variable equation that best represents a given real-world context shown in a graph.,1,40,42,-2,Expressions and Equations,Represent and analyze quantitative relationships between dependent and independent variables.,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."
171,2024,12,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA307295&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.A.1,CR,NS,6.NS.A.1,"Solve real-world problems by interpreting and using quotients of fractions, using geometry as a context.",4,31,35,-4,The Number System,Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. "
172,2024,13,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900470149&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.2,SR,RP,6.RP.A.2,Determine the unit cost in a real-world situation.,1,77,74,3,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b not 0, and use rate language in the context of a ratio relationship, including the use of units."
173,2024,14,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA136079412&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.7,SR,NS,6.NS.C.7,"Order rational numbers, including those with absolute value notation, from least to greatest on a number line.",1,78,78,0,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Understand ordering and absolute value of rational numbers.
174,2024,15,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA703176747&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.4,SR,EE,6.EE.A.4,Determine which expressions are equivalent or not equivalent to a given expression.,1,22,28,-6,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."
